food_id,food_name,quantity,expiry_date,provider_id,provider_type,location,food_type,meal_type,claim_id,receiver_id,status,timestamp,provider_name,address,provider_city,provider_contact,receiver_name,receiver_type,receiver_city,receiver_contact,food_status,time_of_day
92,Chicken,42,2025-03-20,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,918,42,Completed,2025-03-11 09:59:00,Butler-Richardson,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,Maria Jacobs,NGO,Port Dawntown,(225)019-8954,active,Morning
94,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,206,747,Completed,2025-03-06 16:41:00,Young-Luna,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,Vanessa Johnson,Shelter,Wilsonshire,(151)347-7079x5528,active,Afternoon
94,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,387,547,Cancelled,2025-03-19 21:23:00,Young-Luna,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,James Kennedy,Charity,South Donaldshire,543.901.8742x48816,expired,Night
95,Pasta,19,2025-03-24,120,Restaurant,New Lisa,Vegan,Snacks,814,438,Completed,2025-03-15 18:11:00,Burns-Davis,"100 Jill Trail Suite 664
Danielmouth, TX 62651",New Lisa,+1-749-554-2482x64065,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778,active,Evening
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,298,595,Cancelled,2025-03-19 06:08:00,Henry PLC,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,Courtney Whitney,Individual,West Mariashire,001-528-446-7897,active,Morning
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,823,800,Cancelled,2025-03-07 21:50:00,Henry PLC,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,active,Night
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,936,170,Cancelled,2025-03-08 01:17:00,Henry PLC,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,Adam Browning,Charity,Port Erica,196.596.9067,active,Night
97,Rice,44,2025-03-21,346,Grocery Store,Thomasville,Vegetarian,Dinner,200,350,Completed,2025-03-08 21:48:00,"Phillips, Wolfe and Martin","Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,Sylvia Stanley,Shelter,Jenniferbury,065-230-0281,active,Night
97,Rice,44,2025-03-21,346,Grocery Store,Thomasville,Vegetarian,Dinner,283,102,Pending,2025-03-07 08:11:00,"Phillips, Wolfe and Martin","Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,Daniel Burton,Individual,North Matthewhaven,972.284.4190x487,active,Morning
98,Salad,26,2025-03-29,632,Supermarket,Davidville,Vegetarian,Breakfast,659,864,Cancelled,2025-03-17 02:31:00,"Oliver, Ross and Johnson","24971 Stephanie Manors Suite 735
East Jessemouth, SD 28563",Davidville,001-179-898-4092,Justin Anderson,NGO,South Craigborough,+1-967-629-8865x504,active,Night
100,Vegetables,22,2025-03-18,647,Restaurant,West Kara,Vegan,Breakfast,802,729,Completed,2025-03-17 09:35:00,Hayes Inc,"196 Emma Ville
South Lisaside, CT 21368",West Kara,423-402-5949x4533,David Spence,Charity,Port Curtisside,+1-843-006-1807,active,Morning
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,99,995,Completed,2025-03-01 02:21:00,Beck Inc,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,Brittany Taylor,Individual,Andrewsport,296-568-7106x4981,active,Night
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,100,892,Pending,2025-03-19 19:11:00,Beck Inc,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,Brian Hardy,NGO,Lake Williamhaven,(062)642-7542x67155,active,Evening
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,426,538,Completed,2025-03-18 07:28:00,Beck Inc,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,Ronald Norton,Individual,Carterton,+1-311-060-5846x0735,active,Morning
104,Dairy,3,2025-03-29,468,Supermarket,East Johnburgh,Non-Vegetarian,Dinner,786,977,Pending,2025-03-09 13:13:00,Alexander-Mendoza,"08769 Colleen Mount Apt. 218
Torresberg, TN 59083",East Johnburgh,596.249.3643x159,Pamela Scott,Charity,South Paul,310-642-0442,active,Afternoon
106,Rice,31,2025-03-19,253,Catering Service,Sharonton,Vegetarian,Breakfast,486,645,Cancelled,2025-03-04 11:54:00,Gonzales-Keith,"4934 Mitchell Lake
Sharonchester, NJ 09163",Sharonton,986-491-7149x656,Steven Armstrong,NGO,Robertfurt,2161559564,active,Morning
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,310,997,Cancelled,2025-03-08 21:25:00,Barber Ltd,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,Amanda Cain,NGO,New Steven,+1-001-491-5601x5316,active,Night
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,359,531,Cancelled,2025-03-14 22:15:00,Barber Ltd,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954,active,Night
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,994,93,Cancelled,2025-03-03 22:13:00,Barber Ltd,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,Allison Bray,Individual,Alexatown,001-122-277-3588,active,Night
108,Fruits,22,2025-03-25,835,Catering Service,Thorntonbury,Vegetarian,Snacks,118,927,Cancelled,2025-03-07 04:56:00,Smith-Paul,"807 Taylor Stream
New Cameron, AR 20442",Thorntonbury,001-222-287-5923x26280,Mary Escobar,Individual,Gloriaview,(663)863-6846x9153,active,Night
109,Fruits,7,2025-03-24,998,Grocery Store,Joshuastad,Vegan,Dinner,133,866,Pending,2025-03-10 13:34:00,Novak Group,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,(903)642-1969x3300,Jose Cooper,Shelter,Pooleside,(083)601-2157,active,Afternoon
109,Fruits,7,2025-03-24,998,Grocery Store,Joshuastad,Vegan,Dinner,917,935,Completed,2025-03-03 10:41:00,Novak Group,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,(903)642-1969x3300,John Harris,NGO,Riverafort,+1-827-545-0294x5697,active,Morning
110,Salad,49,2025-03-17,354,Catering Service,South Alicia,Vegan,Dinner,102,772,Completed,2025-03-16 06:03:00,Rowe-Arias,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,Cassandra Yoder,Charity,Danielfurt,+1-928-766-0621x673,active,Morning
110,Salad,49,2025-03-17,354,Catering Service,South Alicia,Vegan,Dinner,700,901,Completed,2025-03-08 19:12:00,Rowe-Arias,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177,active,Evening
111,Soup,13,2025-03-17,904,Grocery Store,West Miaside,Vegetarian,Snacks,196,416,Completed,2025-03-20 19:37:00,Smith-Morales,"92861 Megan Extension Apt. 163
Jacobsburgh, MD 32991",West Miaside,481.162.2452x4959,Ernest Cox,Shelter,Christinaland,(061)462-4166,expired,Evening
113,Soup,14,2025-03-16,623,Supermarket,Latoyaberg,Vegetarian,Breakfast,642,255,Pending,2025-03-20 19:57:00,Williams Inc,"8908 Rich Road
Marvinfurt, MT 26167",Latoyaberg,(031)347-8261,Walter Myers,Individual,New Tina,+1-285-278-8381x0454,expired,Evening
114,Vegetables,28,2025-03-27,906,Supermarket,West Kevin,Vegan,Breakfast,145,695,Pending,2025-03-13 05:28:00,Wright LLC,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,Janet Newton,Individual,West Amandaport,930-590-8261,active,Morning
114,Vegetables,28,2025-03-27,906,Supermarket,West Kevin,Vegan,Breakfast,410,974,Cancelled,2025-03-01 15:29:00,Wright LLC,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,Mark Miller,NGO,North Joshua,011.361.1154x694,active,Afternoon
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,431,679,Completed,2025-03-20 11:53:00,Johnson PLC,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,Alexis Rodriguez,Shelter,South Shirleymouth,(748)827-8108x926,active,Morning
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,536,162,Cancelled,2025-03-12 14:24:00,Johnson PLC,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,Douglas Baxter,Individual,Amandaville,+1-139-598-2308x18363,active,Afternoon
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,550,882,Pending,2025-03-15 02:55:00,Johnson PLC,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,Steven Shaffer,Shelter,Rodneyport,(799)793-9460,active,Night
116,Soup,32,2025-03-23,570,Supermarket,Lake Vanessa,Vegetarian,Lunch,321,267,Completed,2025-03-12 18:14:00,"Jones, Calderon and Finley","213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,Randall Robbins,Shelter,Dylanton,+1-382-112-6000,active,Evening
116,Soup,32,2025-03-23,570,Supermarket,Lake Vanessa,Vegetarian,Lunch,392,600,Completed,2025-03-08 21:48:00,"Jones, Calderon and Finley","213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,Bruce Alexander,Individual,New Tammyhaven,376.501.2938,active,Night
119,Bread,49,2025-03-28,135,Catering Service,East Candace,Non-Vegetarian,Breakfast,63,279,Pending,2025-03-08 21:30:00,Dyer Group,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,Angela Wyatt,Charity,Port Jessica,592.913.1646x3179,active,Night
120,Rice,30,2025-03-18,785,Catering Service,Lindseybury,Vegan,Lunch,646,713,Cancelled,2025-03-13 13:29:00,Crane LLC,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,Robert Moses,Shelter,Port Terry,(629)870-5299x9094,active,Afternoon
125,Rice,21,2025-03-17,982,Grocery Store,Westbury,Vegan,Dinner,846,549,Cancelled,2025-03-18 13:25:00,Martinez PLC,"93509 Solomon Station
Sarahview, NH 55581",Westbury,944-129-2371x8219,Trevor Lam,NGO,New Alexismouth,726-277-0665,expired,Afternoon
126,Dairy,27,2025-03-18,54,Supermarket,Lake Rachael,Vegetarian,Lunch,822,122,Pending,2025-03-04 06:00:00,"Bennett, Phillips and Green","Unit 0882 Box 8764
DPO AE 00627",Lake Rachael,001-350-580-0382x854,Drew Cline,NGO,Port Patriciachester,517-828-7715,active,Morning
128,Rice,39,2025-03-22,235,Catering Service,Gutierrezshire,Vegetarian,Snacks,444,660,Cancelled,2025-03-11 03:57:00,Gutierrez LLC,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,James Hernandez II,Charity,Kenthaven,001-036-235-2960,active,Night
128,Rice,39,2025-03-22,235,Catering Service,Gutierrezshire,Vegetarian,Snacks,890,276,Cancelled,2025-03-13 08:03:00,Gutierrez LLC,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,Scott Hunter,Individual,Greenton,074.305.5053x60975,active,Morning
129,Chicken,26,2025-03-21,798,Grocery Store,North Amanda,Non-Vegetarian,Dinner,435,531,Pending,2025-03-14 10:48:00,Jordan LLC,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954,active,Morning
131,Fish,16,2025-03-18,241,Catering Service,Devinmouth,Non-Vegetarian,Dinner,801,72,Completed,2025-03-04 15:42:00,"Harper, Blake and Alexander","882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,Charles Davidson,Shelter,West Angelatown,+1-294-698-2957,active,Afternoon
132,Soup,20,2025-03-19,840,Restaurant,Cisnerostown,Non-Vegetarian,Snacks,742,358,Pending,2025-03-15 15:01:00,Farmer Ltd,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,Brian Davis,Charity,Williamsfort,(750)646-5852,active,Afternoon
133,Rice,28,2025-03-19,795,Catering Service,Brownberg,Vegan,Lunch,832,128,Completed,2025-03-20 08:29:00,Rollins-Mclaughlin,"9872 Reginald Locks Suite 116
Deniseland, CO 25700",Brownberg,728-509-6340x7211,Sarah Carter,Charity,New Benjamin,001-513-018-5852,expired,Morning
134,Rice,1,2025-03-16,39,Supermarket,Brittanyville,Vegan,Dinner,509,600,Cancelled,2025-03-17 15:43:00,Fernandez-Bridges,"77717 Amanda Plains Apt. 231
Danielberg, CA 13392",Brittanyville,001-714-175-0277x076,Bruce Alexander,Individual,New Tammyhaven,376.501.2938,expired,Afternoon
135,Rice,44,2025-03-23,980,Restaurant,Port Melissa,Vegan,Lunch,235,529,Cancelled,2025-03-10 15:40:00,Baker Group,"82725 Walker Parkway
Karimouth, VA 07630",Port Melissa,808.838.1022x168,Amy Perez,Charity,West Jacquelineland,001-692-634-3701x202,active,Afternoon
136,Bread,29,2025-03-17,723,Supermarket,Jessicaland,Vegan,Dinner,92,65,Pending,2025-03-07 11:12:00,Butler-Phillips,"USNV Gordon
FPO AP 25294",Jessicaland,+1-366-362-7376x557,Cody Gardner,NGO,Port Belinda,(565)395-0421x232,active,Morning
137,Pasta,29,2025-03-19,87,Grocery Store,West Adam,Vegetarian,Snacks,260,173,Pending,2025-03-05 15:11:00,"Young, Townsend and Mccarthy","4577 Shannon Tunnel Suite 786
Jamesview, CT 96322",West Adam,001-286-579-2810x1913,Jason Moore,NGO,West Courtneyport,913.468.5154x18139,active,Afternoon
138,Soup,24,2025-03-18,558,Catering Service,North Sharonberg,Non-Vegetarian,Snacks,699,233,Cancelled,2025-03-04 15:15:00,Beck Group,"0291 Williams Harbor Suite 127
Hooverchester, ID 89542",North Sharonberg,+1-153-394-0994,Alicia Porter,Charity,Port Ericmouth,001-652-614-2884x66578,active,Afternoon
141,Dairy,33,2025-03-29,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,40,789,Pending,2025-03-10 04:14:00,Moreno-Melton,"88171 Teresa Station
New Shane, UT 53712",Lake Mistyton,001-098-297-7862x776,Laura Robertson,NGO,Hansonfurt,616-851-6533x67759,active,Night
141,Dairy,33,2025-03-29,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,403,693,Pending,2025-03-02 08:42:00,Moreno-Melton,"88171 Teresa Station
New Shane, UT 53712",Lake Mistyton,001-098-297-7862x776,Carl Brewer,Individual,Nelsonbury,846-764-5157x7104,active,Morning
143,Fish,18,2025-03-24,938,Restaurant,Hollyhaven,Non-Vegetarian,Lunch,313,880,Cancelled,2025-03-06 10:07:00,Barker LLC,"5999 Brenda Trail Apt. 807
Amberstad, VT 22034",Hollyhaven,+1-530-780-2072x25507,Kristen Foster,Shelter,North Ricardo,749.252.8592,active,Morning
144,Bread,18,2025-03-18,810,Catering Service,Lake Jason,Vegan,Lunch,481,423,Completed,2025-03-10 04:38:00,"Austin, Griffin and Ward","5382 Michelle Manor Apt. 817
East James, MO 47545",Lake Jason,(877)527-5031,Christine Bell,Individual,South Edwardburgh,(172)033-3196x74489,active,Night
148,Pasta,16,2025-03-18,650,Restaurant,Garzaville,Non-Vegetarian,Breakfast,340,495,Completed,2025-03-10 23:31:00,Pugh Group,"53593 Andrew Vista Apt. 903
Martinfurt, KY 87501",Garzaville,+1-089-261-9866x15160,Andrea Meyer,Individual,Christophertown,001-579-575-4238x796,active,Night
149,Fish,18,2025-03-20,816,Supermarket,New Jamesburgh,Non-Vegetarian,Breakfast,141,985,Pending,2025-03-03 20:25:00,Dunlap Inc,"416 Mariah Ridge Suite 777
New Laurafurt, TN 19711",New Jamesburgh,909-720-0844,Thomas Sanchez,NGO,Rodneyfurt,231.592.1072x512,active,Evening
150,Fish,50,2025-03-28,332,Restaurant,West Whitneymouth,Non-Vegetarian,Snacks,280,282,Cancelled,2025-03-01 12:21:00,Cox LLC,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,Lisa Pitts,Shelter,Lake Stephenport,001-709-342-3522,active,Afternoon
151,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Non-Vegetarian,Dinner,389,965,Cancelled,2025-03-04 19:08:00,Parsons Ltd,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,Ashley Silva,NGO,Port Thomas,(553)048-3123x8350,active,Evening
151,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Non-Vegetarian,Dinner,610,619,Cancelled,2025-03-14 15:18:00,Parsons Ltd,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,Taylor Estrada,NGO,Nguyenview,001-351-556-5960x359,active,Afternoon
151,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Non-Vegetarian,Dinner,824,508,Cancelled,2025-03-15 05:45:00,Parsons Ltd,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,Kimberly Wilson,Individual,Susanville,9903662975,active,Morning
152,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-Vegetarian,Dinner,189,45,Completed,2025-03-13 09:32:00,"Martin, Tyler and Wilkerson","334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,Derek Potter,Charity,South Laurachester,497-372-7517x026,active,Morning
152,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-Vegetarian,Dinner,190,550,Pending,2025-03-20 09:21:00,"Martin, Tyler and Wilkerson","334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,Shawn Gibson,Individual,South Eric,001-268-793-0427x33000,active,Morning
152,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-Vegetarian,Dinner,508,347,Pending,2025-03-01 04:09:00,"Martin, Tyler and Wilkerson","334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,Michael Keller,Individual,New Derek,(000)572-1246x444,active,Night
153,Fish,20,2025-03-21,737,Restaurant,Port Andrea,Non-Vegetarian,Breakfast,80,35,Pending,2025-03-21 01:58:00,"Ballard, Stanley and Hill","USCGC Holt
FPO AA 27710",Port Andrea,409.995.2073x69158,James Castaneda,Shelter,South Rachaelhaven,932-277-2945x55052,,Night
153,Fish,20,2025-03-21,737,Restaurant,Port Andrea,Non-Vegetarian,Breakfast,186,475,Pending,2025-03-11 21:04:00,"Ballard, Stanley and Hill","USCGC Holt
FPO AA 27710",Port Andrea,409.995.2073x69158,Kim Gamble,Individual,East Ginafort,(076)275-8691,active,Night
154,Pasta,46,2025-03-30,4,Grocery Store,Mendezmouth,Vegan,Breakfast,680,785,Completed,2025-03-17 14:55:00,"Clark, Prince and Williams","467 Bell Trail Suite 409
Port Jesus, IA 61188",Mendezmouth,556.944.8935x401,Melissa Lee,Charity,Brownport,(833)194-0479x719,active,Afternoon
156,Fish,24,2025-03-19,970,Catering Service,Jeffreybury,Non-Vegetarian,Snacks,651,113,Cancelled,2025-03-14 22:38:00,"Lewis, Preston and Price","6974 Paul Estate
Lake Jacob, NV 24380",Jeffreybury,6685913720,Jonathan Young,Shelter,Georgeborough,164-864-1786x77029,active,Night
156,Fish,24,2025-03-19,970,Catering Service,Jeffreybury,Non-Vegetarian,Snacks,948,482,Completed,2025-03-14 11:23:00,"Lewis, Preston and Price","6974 Paul Estate
Lake Jacob, NV 24380",Jeffreybury,6685913720,Timothy Garrett,NGO,Andersonview,9075323328,active,Morning
157,Chicken,37,2025-03-20,600,Catering Service,Meganshire,Non-Vegetarian,Breakfast,170,374,Pending,2025-03-05 19:34:00,Green LLC,"898 Michael Mall
East Randy, RI 35381",Meganshire,659-948-4636,Ricky Walker,Individual,Port Johnstad,001-066-700-7862x511,active,Evening
160,Rice,27,2025-03-23,367,Grocery Store,Deckermouth,Vegetarian,Snacks,122,292,Cancelled,2025-03-15 00:40:00,Patel and Sons,"7364 Green Wall Suite 340
Fisherbury, VA 78253",Deckermouth,+1-731-068-2964x54440,Mrs. Emily Smith DVM,NGO,Shermantown,(348)542-4932x868,active,Night
160,Rice,27,2025-03-23,367,Grocery Store,Deckermouth,Vegetarian,Snacks,271,442,Cancelled,2025-03-06 12:00:00,Patel and Sons,"7364 Green Wall Suite 340
Fisherbury, VA 78253",Deckermouth,+1-731-068-2964x54440,Natasha Harper,NGO,Port Sara,(474)763-3272x81635,active,Afternoon
161,Vegetables,32,2025-03-20,414,Supermarket,New Matthew,Vegetarian,Breakfast,282,298,Cancelled,2025-03-14 07:06:00,Gonzales Group,"9183 Robert Mill Suite 331
Curtisview, MI 18328",New Matthew,+1-790-667-8198x9396,Robert Burke,NGO,Marksmouth,995.297.8023x0932,active,Morning
162,Pasta,50,2025-03-21,826,Supermarket,Lake Karenfurt,Non-Vegetarian,Breakfast,116,908,Pending,2025-03-16 17:02:00,"Rogers, Harmon and Gordon","13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,(421)106-2871x5106,Abigail Crawford,NGO,Lake Shawn,(010)152-8668,active,Evening
163,Bread,45,2025-03-16,251,Restaurant,East Terrancemouth,Vegetarian,Dinner,244,250,Cancelled,2025-03-11 02:32:00,Carter-Jones,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,Jamie Ferguson,Charity,Jenniferberg,001-052-150-4048x243,active,Night
163,Bread,45,2025-03-16,251,Restaurant,East Terrancemouth,Vegetarian,Dinner,865,694,Pending,2025-03-07 15:49:00,Carter-Jones,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,Rachel Arnold,Shelter,New James,001-087-674-1329x05614,active,Afternoon
164,Dairy,22,2025-03-27,432,Restaurant,Carolchester,Vegetarian,Dinner,1,908,Pending,2025-03-05 05:26:00,Meyer and Sons,"08209 Eaton Streets Apt. 968
South Laurenside, RI 88383",Carolchester,001-738-662-6338,Abigail Crawford,NGO,Lake Shawn,(010)152-8668,active,Morning
164,Dairy,22,2025-03-27,432,Restaurant,Carolchester,Vegetarian,Dinner,336,185,Cancelled,2025-03-17 11:49:00,Meyer and Sons,"08209 Eaton Streets Apt. 968
South Laurenside, RI 88383",Carolchester,001-738-662-6338,Shannon Pineda,Individual,Lake Amanda,129-249-0893x786,active,Morning
165,Bread,22,2025-03-28,90,Supermarket,Lake Kristentown,Vegetarian,Lunch,602,997,Cancelled,2025-03-19 07:08:00,Miller Group,"8851 Powell Cliffs Apt. 635
South Michael, MO 83778",Lake Kristentown,001-311-806-0098x37361,Amanda Cain,NGO,New Steven,+1-001-491-5601x5316,active,Morning
